il,bolge,yil,urun,ekilen_alan_dekar,hasat_alan_dekar,uretim_ton,verim_kg_dekar,ort_sicaklik_C,toplam_yagis_mm,yagisli_gun,bagil_nem_pct,rakım_kategori,kuraklik_indeksi,yagis_sapma_zscore,sicaklik_genlik,verim_degisim_pct,verim_sinifi,verim_sinifi_label,hasat_orani
Kilis,Güneydoğu Anadolu,2018,Buğday,100515,93166,21989.0,236.0,17.1,432.2,56,53.4,low,23.88,-0.96,26,2.61,1,Yüksek,0.927
Kilis,Güneydoğu Anadolu,2019,Buğday,187434,181821,45706.0,251.4,16.5,431.4,52,57.9,low,24.65,-0.97,26,6.53,1,Yüksek,0.97
Kilis,Güneydoğu Anadolu,2020,Buğday,105274,97615,22777.2,233.3,18.0,517.8,70,51.4,low,27.25,0.42,26,-7.2,1,Yüksek,0.927
Kilis,Güneydoğu Anadolu,2021,Buğday,130179,123133,29008.5,235.6,16.2,476.6,60,54.0,low,27.71,-0.25,26,0.99,1,Yüksek,0.946
Kilis,Güneydoğu Anadolu,2022,Buğday,155061,146533,33127.6,226.1,17.0,390.9,40,53.3,low,21.72,-1.62,26,-4.03,1,Yüksek,0.945
Kilis,Güneydoğu Anadolu,2023,Buğday,44585,40349,8692.6,215.4,16.7,494.8,44,48.7,low,27.95,0.05,26,-4.73,0,Düşük,0.905
Kilis,Güneydoğu Anadolu,2024,Buğday,63414,62233,12625.3,202.9,16.7,576.3,74,47.7,low,32.56,1.35,26,-5.8,0,Düşük,0.981
Kilis,Güneydoğu Anadolu,2012,Mısır,146130,141375,133059.1,941.2,16.8,593.6,61,55.7,low,33.35,1.63,26,0.0,1,Yüksek,0.967
Kilis,Güneydoğu Anadolu,2013,Mısır,94218,87693,81299.4,927.1,17.8,484.7,53,53.2,low,25.78,-0.12,26,-1.5,1,Yüksek,0.931
Kilis,Güneydoğu Anadolu,2014,Mısır,45131,39830,38394.5,964.0,15.7,594.6,100,50.2,low,35.6,1.65,26,3.98,1,Yüksek,0.883
Kilis,Güneydoğu Anadolu,2015,Mısır,21092,18873,18713.7,991.6,15.4,440.9,57,52.1,low,26.88,-0.82,26,2.86,1,Yüksek,0.895
Kilis,Güneydoğu Anadolu,2016,Mısır,62061,54909,52206.4,950.8,18.9,492.1,74,50.4,low,24.73,0.0,26,-4.11,1,Yüksek,0.885
Kilis,Güneydoğu Anadolu,2017,Mısır,175790,167986,162123.1,965.1,18.1,468.7,77,46.9,low,24.54,-0.37,26,1.5,1,Yüksek,0.956
Kilis,Güneydoğu Anadolu,2018,Mısır,82027,74320,69833.5,939.6,17.1,432.2,56,53.4,low,23.88,-0.96,26,-2.64,1,Yüksek,0.906
Kilis,Güneydoğu Anadolu,2019,Mısır,13348,11871,10742.1,904.9,16.5,431.4,52,57.9,low,24.65,-0.97,26,-3.69,1,Yüksek,0.889
Kilis,Güneydoğu Anadolu,2020,Mısır,36460,33636,33393.2,992.8,18.0,517.8,70,51.4,low,27.25,0.42,26,9.71,1,Yüksek,0.923
Kilis,Güneydoğu Anadolu,2021,Mısır,66407,61776,57982.0,938.6,16.2,476.6,60,54.0,low,27.71,-0.25,26,-5.46,1,Yüksek,0.93
Kilis,Güneydoğu Anadolu,2022,Mısır,107114,95401,85630.4,897.6,17.0,390.9,40,53.3,low,21.72,-1.62,26,-4.37,1,Yüksek,0.891
Kilis,Güneydoğu Anadolu,2023,Mısır,164206,152387,142218.1,933.3,16.7,494.8,44,48.7,low,27.95,0.05,26,3.98,1,Yüksek,0.928
Kilis,Güneydoğu Anadolu,2024,Mısır,189943,172814,171480.1,992.3,16.7,576.3,74,47.7,low,32.56,1.35,26,6.32,1,Yüksek,0.91
Kocaeli,Marmara,2012,Arpa,104259,89205,20042.8,224.7,15.3,776.9,105,76.8,low,47.66,-0.58,20,0.0,1,Yüksek,0.856
Kocaeli,Marmara,2013,Arpa,62056,53890,12469.9,231.4,13.1,722.1,92,76.4,low,51.21,-1.2,20,2.98,1,Yüksek,0.868
Kocaeli,Marmara,2014,Arpa,50893,47905,10472.8,218.6,13.9,773.2,95,71.3,low,51.89,-0.62,20,-5.53,1,Yüksek,0.941
Kocaeli,Marmara,2015,Arpa,113856,99440,26012.9,261.6,13.3,757.7,97,67.7,low,52.99,-0.8,20,19.67,1,Yüksek,0.873
Kocaeli,Marmara,2016,Arpa,5281,4517,1048.4,232.1,15.4,818.3,100,73.2,low,49.9,-0.12,20,-11.28,1,Yüksek,0.855
Kocaeli,Marmara,2017,Arpa,109061,97403,22358.3,229.5,15.3,831.1,74,77.0,low,50.99,0.03,20,-1.12,1,Yüksek,0.893
Kocaeli,Marmara,2018,Arpa,178895,171984,41067.9,238.8,14.2,719.6,89,73.7,low,47.34,-1.23,20,4.05,1,Yüksek,0.961
Kocaeli,Marmara,2019,Arpa,123516,114793,25784.2,224.6,13.1,901.8,101,75.0,low,63.96,0.82,20,-5.95,1,Yüksek,0.929
Kocaeli,Marmara,2020,Arpa,8726,8186,1877.1,229.3,15.1,873.1,122,73.1,low,54.23,0.5,20,2.09,1,Yüksek,0.938
Kocaeli,Marmara,2021,Arpa,36348,35036,7601.6,217.0,16.0,909.7,136,71.9,low,53.51,0.91,20,-5.36,1,Yüksek,0.964
Kocaeli,Marmara,2022,Arpa,172450,169025,37185.2,220.0,14.5,836.5,110,73.4,low,53.97,0.09,20,1.38,1,Yüksek,0.98
Kocaeli,Marmara,2023,Arpa,142513,139446,31579.3,226.5,13.9,797.5,103,75.0,low,53.52,-0.35,20,2.95,1,Yüksek,0.978
Kocaeli,Marmara,2024,Arpa,124503,115529,24914.6,215.7,15.0,1056.7,136,78.0,low,66.04,2.56,20,-4.77,1,Yüksek,0.928
Kocaeli,Marmara,2012,Ayçiçeği,36585,33589,6232.6,185.6,15.3,776.9,105,76.8,low,47.66,-0.58,20,0.0,1,Yüksek,0.918
Kocaeli,Marmara,2013,Ayçiçeği,93397,86090,15019.1,174.5,13.1,722.1,92,76.4,low,51.21,-1.2,20,-5.98,1,Yüksek,0.922
Kocaeli,Marmara,2014,Ayçiçeği,149832,143581,21390.3,149.0,13.9,773.2,95,71.3,low,51.89,-0.62,20,-14.61,1,Yüksek,0.958
Kocaeli,Marmara,2015,Ayçiçeği,14847,14294,2631.7,184.1,13.3,757.7,97,67.7,low,52.99,-0.8,20,23.56,1,Yüksek,0.963
Kocaeli,Marmara,2016,Ayçiçeği,165928,152821,23932.0,156.6,15.4,818.3,100,73.2,low,49.9,-0.12,20,-14.94,1,Yüksek,0.921
Kocaeli,Marmara,2017,Ayçiçeği,128008,121904,21513.8,176.5,15.3,831.1,74,77.0,low,50.99,0.03,20,12.71,1,Yüksek,0.952
Kocaeli,Marmara,2018,Ayçiçeği,24508,23120,4242.7,183.5,14.2,719.6,89,73.7,low,47.34,-1.23,20,3.97,1,Yüksek,0.943
Kocaeli,Marmara,2019,Ayçiçeği,72203,68120,11047.9,162.2,13.1,901.8,101,75.0,low,63.96,0.82,20,-11.61,1,Yüksek,0.943
Kocaeli,Marmara,2020,Ayçiçeği,144999,130826,24885.4,190.2,15.1,873.1,122,73.1,low,54.23,0.5,20,17.26,1,Yüksek,0.902
Kocaeli,Marmara,2021,Ayçiçeği,163038,157138,26151.1,166.4,16.0,909.7,136,71.9,low,53.51,0.91,20,-12.51,1,Yüksek,0.964
Kocaeli,Marmara,2022,Ayçiçeği,113177,102536,18281.8,178.3,14.5,836.5,110,73.4,low,53.97,0.09,20,7.15,1,Yüksek,0.906
Kocaeli,Marmara,2023,Ayçiçeği,76031,70230,11627.8,165.6,13.9,797.5,103,75.0,low,53.52,-0.35,20,-7.12,1,Yüksek,0.924
Kocaeli,Marmara,2024,Ayçiçeği,143299,135274,18595.5,137.5,15.0,1056.7,136,78.0,low,66.04,2.56,20,-16.97,1,Yüksek,0.944
Kocaeli,Marmara,2012,Buğday,30963,29646,6336.1,213.7,15.3,776.9,105,76.8,low,47.66,-0.58,20,0.0,0,Düşük,0.957
Kocaeli,Marmara,2013,Buğday,131503,127168,32252.9,253.6,13.1,722.1,92,76.4,low,51.21,-1.2,20,18.67,1,Yüksek,0.967
Kocaeli,Marmara,2014,Buğday,40046,36053,9406.3,260.9,13.9,773.2,95,71.3,low,51.89,-0.62,20,2.88,1,Yüksek,0.9
Kocaeli,Marmara,2015,Buğday,84530,83076,19975.9,240.5,13.3,757.7,97,67.7,low,52.99,-0.8,20,-7.82,1,Yüksek,0.983
Kocaeli,Marmara,2016,Buğday,183686,162076,37683.2,232.5,15.4,818.3,100,73.2,low,49.9,-0.12,20,-3.33,1,Yüksek,0.882
Kocaeli,Marmara,2017,Buğday,17115,14849,3839.8,258.6,15.3,831.1,74,77.0,low,50.99,0.03,20,11.23,1,Yüksek,0.868
Kocaeli,Marmara,2018,Buğday,115448,98621,24931.7,252.8,14.2,719.6,89,73.7,low,47.34,-1.23,20,-2.24,1,Yüksek,0.854
Kocaeli,Marmara,2019,Buğday,116279,111085,26883.4,242.0,13.1,901.8,101,75.0,low,63.96,0.82,20,-4.27,1,Yüksek,0.955
Kocaeli,Marmara,2020,Buğday,120142,102217,23256.6,227.5,15.1,873.1,122,73.1,low,54.23,0.5,20,-5.99,1,Yüksek,0.851
Kocaeli,Marmara,2021,Buğday,171703,166312,39325.8,236.5,16.0,909.7,136,71.9,low,53.51,0.91,20,3.96,1,Yüksek,0.969
Kocaeli,Marmara,2022,Buğday,12151,11218,2620.3,233.6,14.5,836.5,110,73.4,low,53.97,0.09,20,-1.23,1,Yüksek,0.923
Kocaeli,Marmara,2023,Buğday,53368,49601,11483.6,231.5,13.9,797.5,103,75.0,low,53.52,-0.35,20,-0.9,1,Yüksek,0.929
Kocaeli,Marmara,2024,Buğday,80388,78524,15803.4,201.3,15.0,1056.7,136,78.0,low,66.04,2.56,20,-13.05,0,Düşük,0.977
Kocaeli,Marmara,2012,Mısır,77099,65851,58604.0,889.9,15.3,776.9,105,76.8,low,47.66,-0.58,20,0.0,1,Yüksek,0.854
Kocaeli,Marmara,2013,Mısır,147633,130397,116601.6,894.2,13.1,722.1,92,76.4,low,51.21,-1.2,20,0.48,1,Yüksek,0.883
Kocaeli,Marmara,2014,Mısır,69674,65628,55070.8,839.1,13.9,773.2,95,71.3,low,51.89,-0.62,20,-6.16,1,Yüksek,0.942
Kocaeli,Marmara,2015,Mısır,97324,93377,84196.4,901.7,13.3,757.7,97,67.7,low,52.99,-0.8,20,7.46,1,Yüksek,0.959
Kocaeli,Marmara,2016,Mısır,164476,141843,123317.1,869.4,15.4,818.3,100,73.2,low,49.9,-0.12,20,-3.58,1,Yüksek,0.862
Kocaeli,Marmara,2017,Mısır,140542,122655,102571.1,836.3,15.3,831.1,74,77.0,low,50.99,0.03,20,-3.81,1,Yüksek,0.873
Kocaeli,Marmara,2018,Mısır,84134,79274,70640.5,891.1,14.2,719.6,89,73.7,low,47.34,-1.23,20,6.55,1,Yüksek,0.942
Kocaeli,Marmara,2019,Mısır,119044,113940,98352.7,863.2,13.1,901.8,101,75.0,low,63.96,0.82,20,-3.13,1,Yüksek,0.957
Kocaeli,Marmara,2020,Mısır,40643,37667,34136.3,906.3,15.1,873.1,122,73.1,low,54.23,0.5,20,4.99,1,Yüksek,0.927
Kocaeli,Marmara,2021,Mısır,51819,48456,38804.3,800.8,16.0,909.7,136,71.9,low,53.51,0.91,20,-11.64,1,Yüksek,0.935
Kocaeli,Marmara,2022,Mısır,119793,112059,107200.0,956.6,14.5,836.5,110,73.4,low,53.97,0.09,20,19.46,1,Yüksek,0.935
Kocaeli,Marmara,2023,Mısır,64189,59505,49769.8,836.4,13.9,797.5,103,75.0,low,53.52,-0.35,20,-12.57,1,Yüksek,0.927
Kocaeli,Marmara,2024,Mısır,110111,106275,84441.9,794.6,15.0,1056.7,136,78.0,low,66.04,2.56,20,-5.0,1,Yüksek,0.965
Konya,İç Anadolu,2012,Arpa,112408,101549,21702.8,213.7,13.3,334.5,40,51.8,mid,23.39,0.32,28,0.0,1,Yüksek,0.903
Konya,İç Anadolu,2013,Arpa,174564,151520,36735.8,242.4,12.1,353.0,40,55.4,mid,26.95,0.69,28,13.43,1,Yüksek,0.868
Konya,İç Anadolu,2014,Arpa,88337,79081,19016.2,240.5,10.4,235.2,41,54.4,mid,20.63,-1.64,28,-0.78,1,Yüksek,0.895
Konya,İç Anadolu,2015,Arpa,121585,109225,22478.7,205.8,10.6,265.6,40,52.0,mid,22.9,-1.04,28,-14.43,0,Düşük,0.898
Konya,İç Anadolu,2016,Arpa,133501,122004,28823.1,236.2,11.5,300.2,48,52.0,mid,24.02,-0.35,28,14.77,1,Yüksek,0.914
Konya,İç Anadolu,2017,Arpa,146554,129610,29158.8,225.0,11.0,252.2,40,51.4,mid,21.02,-1.3,28,-4.74,1,Yüksek,0.884
Konya,İç Anadolu,2018,Arpa,86214,82954,18997.4,229.0,11.5,317.8,40,50.2,mid,25.42,-0.01,28,1.78,1,Yüksek,0.962
Konya,İç Anadolu,2019,Arpa,186601,162004,35520.6,219.3,11.3,271.2,40,54.9,mid,22.05,-0.92,28,-4.24,1,Yüksek,0.868
Konya,İç Anadolu,2020,Arpa,197608,179469,43541.0,242.6,11.7,403.1,44,56.7,mid,31.74,1.68,28,10.62,1,Yüksek,0.908
Konya,İç Anadolu,2021,Arpa,149345,147606,32919.3,223.0,10.6,328.7,40,54.8,mid,28.34,0.21,28,-8.08,1,Yüksek,0.988
Konya,İç Anadolu,2022,Arpa,76240,67388,16963.4,251.7,12.9,318.3,55,53.0,mid,22.9,0.0,28,12.87,1,Yüksek,0.884
Konya,İç Anadolu,2023,Arpa,134466,121755,28488.6,234.0,10.5,364.3,40,55.2,mid,31.68,0.91,28,-7.03,1,Yüksek,0.905
Konya,İç Anadolu,2024,Arpa,187403,161998,36490.0,225.2,10.6,390.8,46,54.5,mid,33.69,1.44,28,-3.76,1,Yüksek,0.864
Konya,İç Anadolu,2012,Ayçiçeği,14884,13371,1767.7,132.2,13.3,334.5,40,51.8,mid,23.39,0.32,28,0.0,0,Düşük,0.898
Konya,İç Anadolu,2013,Ayçiçeği,76325,65078,9334.7,143.4,12.1,353.0,40,55.4,mid,26.95,0.69,28,8.47,1,Yüksek,0.853
Konya,İç Anadolu,2014,Ayçiçeği,167717,147922,20633.0,139.5,10.4,235.2,41,54.4,mid,20.63,-1.64,28,-2.72,1,Yüksek,0.882
Konya,İç Anadolu,2015,Ayçiçeği,126943,119880,15687.5,130.9,10.6,265.6,40,52.0,mid,22.9,-1.04,28,-6.16,0,Düşük,0.944
Konya,İç Anadolu,2016,Ayçiçeği,198481,180115,26619.7,147.8,11.5,300.2,48,52.0,mid,24.02,-0.35,28,12.91,1,Yüksek,0.907
Konya,İç Anadolu,2017,Ayçiçeği,44767,43411,5635.4,129.8,11.0,252.2,40,51.4,mid,21.02,-1.3,28,-12.18,0,Düşük,0.97
Konya,İç Anadolu,2018,Ayçiçeği,47459,46054,5824.3,126.5,11.5,317.8,40,50.2,mid,25.42,-0.01,28,-2.54,0,Düşük,0.97
Konya,İç Anadolu,2019,Ayçiçeği,90973,84397,11511.5,136.4,11.3,271.2,40,54.9,mid,22.05,-0.92,28,7.83,0,Düşük,0.928
Konya,İç Anadolu,2020,Ayçiçeği,99415,87708,13192.6,150.4,11.7,403.1,44,56.7,mid,31.74,1.68,28,10.26,1,Yüksek,0.882
Konya,İç Anadolu,2021,Ayçiçeği,92945,81586,11048.3,135.4,10.6,328.7,40,54.8,mid,28.34,0.21,28,-9.97,0,Düşük,0.878
Konya,İç Anadolu,2022,Ayçiçeği,91612,79382,10061.8,126.8,12.9,318.3,55,53.0,mid,22.9,0.0,28,-6.35,0,Düşük,0.867
Konya,İç Anadolu,2023,Ayçiçeği,121348,115097,16689.5,145.0,10.5,364.3,40,55.2,mid,31.68,0.91,28,14.35,1,Yüksek,0.948
Konya,İç Anadolu,2024,Ayçiçeği,170229,163362,21432.0,131.2,10.6,390.8,46,54.5,mid,33.69,1.44,28,-9.52,0,Düşük,0.96
Konya,İç Anadolu,2012,Buğday,65520,57614,13649.9,236.9,13.3,334.5,40,51.8,mid,23.39,0.32,28,0.0,1,Yüksek,0.879
Konya,İç Anadolu,2013,Buğday,145710,133409,26710.1,200.2,12.1,353.0,40,55.4,mid,26.95,0.69,28,-15.49,0,Düşük,0.916
Konya,İç Anadolu,2014,Buğday,163239,148778,29986.1,201.5,10.4,235.2,41,54.4,mid,20.63,-1.64,28,0.65,0,Düşük,0.911
Konya,İç Anadolu,2015,Buğday,108064,102751,21143.8,205.8,10.6,265.6,40,52.0,mid,22.9,-1.04,28,2.13,0,Düşük,0.951
Konya,İç Anadolu,2016,Buğday,59471,54490,9962.4,182.8,11.5,300.2,48,52.0,mid,24.02,-0.35,28,-11.18,0,Düşük,0.916
Konya,İç Anadolu,2017,Buğday,103303,96642,21827.4,225.9,11.0,252.2,40,51.4,mid,21.02,-1.3,28,23.58,1,Yüksek,0.936
Konya,İç Anadolu,2018,Buğday,6055,5919,1263.5,213.5,11.5,317.8,40,50.2,mid,25.42,-0.01,28,-5.49,0,Düşük,0.978
Konya,İç Anadolu,2019,Buğday,143579,133513,29271.6,219.2,11.3,271.2,40,54.9,mid,22.05,-0.92,28,2.67,1,Yüksek,0.93
Konya,İç Anadolu,2020,Buğday,33451,31527,7217.1,228.9,11.7,403.1,44,56.7,mid,31.74,1.68,28,4.43,1,Yüksek,0.942
Konya,İç Anadolu,2021,Buğday,176840,156443,36404.2,232.7,10.6,328.7,40,54.8,mid,28.34,0.21,28,1.66,1,Yüksek,0.885
Konya,İç Anadolu,2022,Buğday,33690,32128,6637.5,206.6,12.9,318.3,55,53.0,mid,22.9,0.0,28,-11.22,0,Düşük,0.954
Konya,İç Anadolu,2023,Buğday,45644,43849,9697.1,221.1,10.5,364.3,40,55.2,mid,31.68,0.91,28,7.02,1,Yüksek,0.961
Konya,İç Anadolu,2024,Buğday,179898,169843,34773.4,204.7,10.6,390.8,46,54.5,mid,33.69,1.44,28,-7.42,0,Düşük,0.944
Konya,İç Anadolu,2012,Mısır,124753,122316,93338.0,763.1,13.3,334.5,40,51.8,mid,23.39,0.32,28,0.0,1,Yüksek,0.98
Konya,İç Anadolu,2013,Mısır,165477,155413,119400.0,768.3,12.1,353.0,40,55.4,mid,26.95,0.69,28,0.68,1,Yüksek,0.939
Konya,İç Anadolu,2014,Mısır,153743,148732,102794.1,691.1,10.4,235.2,41,54.4,mid,20.63,-1.64,28,-10.05,0,Düşük,0.967
Konya,İç Anadolu,2015,Mısır,148635,131695,91161.4,692.2,10.6,265.6,40,52.0,mid,22.9,-1.04,28,0.16,0,Düşük,0.886
Konya,İç Anadolu,2016,Mısır,55818,50074,36534.0,729.6,11.5,300.2,48,52.0,mid,24.02,-0.35,28,5.4,0,Düşük,0.897
Konya,İç Anadolu,2017,Mısır,136565,130939,94770.7,723.8,11.0,252.2,40,51.4,mid,21.02,-1.3,28,-0.79,0,Düşük,0.959
Konya,İç Anadolu,2018,Mısır,58380,53551,35954.0,671.4,11.5,317.8,40,50.2,mid,25.42,-0.01,28,-7.24,0,Düşük,0.917
Konya,İç Anadolu,2019,Mısır,140486,135801,96425.4,710.0,11.3,271.2,40,54.9,mid,22.05,-0.92,28,5.75,0,Düşük,0.967
Konya,İç Anadolu,2020,Mısır,108157,104996,77120.1,734.5,11.7,403.1,44,56.7,mid,31.74,1.68,28,3.45,0,Düşük,0.971
Konya,İç Anadolu,2021,Mısır,108235,105798,75063.6,709.5,10.6,328.7,40,54.8,mid,28.34,0.21,28,-3.4,0,Düşük,0.977
Konya,İç Anadolu,2022,Mısır,45209,44689,33434.7,748.2,12.9,318.3,55,53.0,mid,22.9,0.0,28,5.45,0,Düşük,0.988
Konya,İç Anadolu,2023,Mısır,166929,162347,119547.0,736.4,10.5,364.3,40,55.2,mid,31.68,0.91,28,-1.58,0,Düşük,0.973
Konya,İç Anadolu,2024,Mısır,47915,41574,31654.1,761.4,10.6,390.8,46,54.5,mid,33.69,1.44,28,3.39,1,Yüksek,0.868
Kütahya,Ege,2012,Arpa,169530,162393,41484.2,255.5,10.9,555.3,71,55.8,mid,46.66,0.09,22,0.0,1,Yüksek,0.958
Kütahya,Ege,2013,Arpa,185903,169535,42944.0,253.3,10.9,576.3,86,59.3,mid,48.43,0.39,22,-0.86,1,Yüksek,0.912
Kütahya,Ege,2014,Arpa,161470,153366,36658.3,239.0,10.4,516.5,45,60.1,mid,45.31,-0.45,22,-5.65,1,Yüksek,0.95
Kütahya,Ege,2015,Arpa,62620,59736,15171.6,254.0,11.4,594.7,87,59.4,mid,47.96,0.65,22,6.28,1,Yüksek,0.954
Kütahya,Ege,2016,Arpa,21322,19361,4990.9,257.8,10.1,434.8,64,58.6,mid,39.17,-1.6,22,1.5,1,Yüksek,0.908
Kütahya,Ege,2017,Arpa,167026,159098,42876.3,269.5,12.0,483.6,71,60.3,mid,37.2,-0.91,22,4.54,1,Yüksek,0.953
Kütahya,Ege,2018,Arpa,20534,19621,5394.1,274.9,10.4,468.5,46,57.4,mid,41.1,-1.12,22,2.0,1,Yüksek,0.956
Kütahya,Ege,2019,Arpa,76696,67406,16595.7,246.2,11.1,592.1,74,57.0,mid,48.93,0.61,22,-10.44,1,Yüksek,0.879
Kütahya,Ege,2020,Arpa,47056,43526,11624.4,267.1,10.8,460.3,67,66.1,mid,39.01,-1.24,22,8.49,1,Yüksek,0.925
Kütahya,Ege,2021,Arpa,39872,38376,9656.0,251.6,10.7,631.6,75,61.0,mid,53.98,1.16,22,-5.8,1,Yüksek,0.962
Kütahya,Ege,2022,Arpa,185755,183824,44351.2,241.3,11.3,523.5,59,60.6,mid,42.56,-0.35,22,-4.09,1,Yüksek,0.99
Kütahya,Ege,2023,Arpa,14277,13819,3223.6,233.3,10.2,633.7,77,58.6,mid,56.58,1.19,22,-3.32,1,Yüksek,0.968
Kütahya,Ege,2024,Arpa,68972,60627,13095.3,216.0,9.7,661.9,110,63.6,mid,61.86,1.59,22,-7.42,1,Yüksek,0.879
Kütahya,Ege,2012,Ayçiçeği,90947,81996,12428.6,151.6,10.9,555.3,71,55.8,mid,46.66,0.09,22,0.0,1,Yüksek,0.902
Kütahya,Ege,2013,Ayçiçeği,86982,77495,12084.0,155.9,10.9,576.3,86,59.3,mid,48.43,0.39,22,2.84,1,Yüksek,0.891
Kütahya,Ege,2014,Ayçiçeği,10103,9317,1444.1,155.0,10.4,516.5,45,60.1,mid,45.31,-0.45,22,-0.58,1,Yüksek,0.922
Kütahya,Ege,2015,Ayçiçeği,86257,76597,12267.1,160.2,11.4,594.7,87,59.4,mid,47.96,0.65,22,3.35,1,Yüksek,0.888
Kütahya,Ege,2016,Ayçiçeği,198006,181871,25634.2,140.9,10.1,434.8,64,58.6,mid,39.17,-1.6,22,-12.05,1,Yüksek,0.919
Kütahya,Ege,2017,Ayçiçeği,115107,102852,18629.4,181.1,12.0,483.6,71,60.3,mid,37.2,-0.91,22,28.53,1,Yüksek,0.894
Kütahya,Ege,2018,Ayçiçeği,166121,150783,24827.3,164.7,10.4,468.5,46,57.4,mid,41.1,-1.12,22,-9.06,1,Yüksek,0.908
Kütahya,Ege,2019,Ayçiçeği,116718,106061,15973.0,150.6,11.1,592.1,74,57.0,mid,48.93,0.61,22,-8.56,1,Yüksek,0.909
Kütahya,Ege,2020,Ayçiçeği,30963,27764,4457.6,160.6,10.8,460.3,67,66.1,mid,39.01,-1.24,22,6.64,1,Yüksek,0.897
Kütahya,Ege,2021,Ayçiçeği,56717,51301,7712.9,150.3,10.7,631.6,75,61.0,mid,53.98,1.16,22,-6.41,1,Yüksek,0.905
Kütahya,Ege,2022,Ayçiçeği,158407,148138,24494.9,165.4,11.3,523.5,59,60.6,mid,42.56,-0.35,22,10.05,1,Yüksek,0.935
Kütahya,Ege,2023,Ayçiçeği,83542,71579,9512.7,132.9,10.2,633.7,77,58.6,mid,56.58,1.19,22,-19.65,0,Düşük,0.857
Kütahya,Ege,2024,Ayçiçeği,128099,115891,18801.3,162.2,9.7,661.9,110,63.6,mid,61.86,1.59,22,22.05,1,Yüksek,0.905
Kütahya,Ege,2012,Buğday,15103,14925,3868.3,259.2,10.9,555.3,71,55.8,mid,46.66,0.09,22,0.0,1,Yüksek,0.988
Kütahya,Ege,2013,Buğday,75843,73318,16073.1,219.2,10.9,576.3,86,59.3,mid,48.43,0.39,22,-15.43,1,Yüksek,0.967
Kütahya,Ege,2014,Buğday,36707,31742,7665.3,241.5,10.4,516.5,45,60.1,mid,45.31,-0.45,22,10.17,1,Yüksek,0.865
Kütahya,Ege,2015,Buğday,157297,145496,34320.9,235.9,11.4,594.7,87,59.4,mid,47.96,0.65,22,-2.32,1,Yüksek,0.925
Kütahya,Ege,2016,Buğday,168926,163403,43411.8,265.7,10.1,434.8,64,58.6,mid,39.17,-1.6,22,12.63,1,Yüksek,0.967
Kütahya,Ege,2017,Buğday,69925,59623,14309.3,240.0,12.0,483.6,71,60.3,mid,37.2,-0.91,22,-9.67,1,Yüksek,0.853
Kütahya,Ege,2018,Buğday,179442,166515,42013.2,252.3,10.4,468.5,46,57.4,mid,41.1,-1.12,22,5.13,1,Yüksek,0.928
Kütahya,Ege,2019,Buğday,42158,36677,8215.8,224.0,11.1,592.1,74,57.0,mid,48.93,0.61,22,-11.22,1,Yüksek,0.87
Kütahya,Ege,2020,Buğday,134048,127665,29744.9,233.0,10.8,460.3,67,66.1,mid,39.01,-1.24,22,4.02,1,Yüksek,0.952
Kütahya,Ege,2021,Buğday,74300,67417,15559.2,230.8,10.7,631.6,75,61.0,mid,53.98,1.16,22,-0.94,1,Yüksek,0.907
Kütahya,Ege,2022,Buğday,187828,185666,44740.2,241.0,11.3,523.5,59,60.6,mid,42.56,-0.35,22,4.42,1,Yüksek,0.988
Kütahya,Ege,2023,Buğday,69925,61567,14688.4,238.6,10.2,633.7,77,58.6,mid,56.58,1.19,22,-1.0,1,Yüksek,0.88
Kütahya,Ege,2024,Buğday,82299,71570,17518.0,244.8,9.7,661.9,110,63.6,mid,61.86,1.59,22,2.6,1,Yüksek,0.87
Kütahya,Ege,2012,Mısır,160242,148282,129318.8,872.1,10.9,555.3,71,55.8,mid,46.66,0.09,22,0.0,1,Yüksek,0.925
Kütahya,Ege,2013,Mısır,183267,166537,157783.5,947.4,10.9,576.3,86,59.3,mid,48.43,0.39,22,8.63,1,Yüksek,0.909
Kütahya,Ege,2014,Mısır,72173,62958,57357.0,911.0,10.4,516.5,45,60.1,mid,45.31,-0.45,22,-3.84,1,Yüksek,0.872
Kütahya,Ege,2015,Mısır,184588,165343,151452.7,916.0,11.4,594.7,87,59.4,mid,47.96,0.65,22,0.55,1,Yüksek,0.896
Kütahya,Ege,2016,Mısır,28199,26708,21582.4,808.1,10.1,434.8,64,58.6,mid,39.17,-1.6,22,-11.78,1,Yüksek,0.947
Kütahya,Ege,2017,Mısır,34345,31689,30436.6,960.5,12.0,483.6,71,60.3,mid,37.2,-0.91,22,18.86,1,Yüksek,0.923
Kütahya,Ege,2018,Mısır,13640,11982,10994.4,917.6,10.4,468.5,46,57.4,mid,41.1,-1.12,22,-4.47,1,Yüksek,0.878
Kütahya,Ege,2019,Mısır,141198,135298,130413.9,963.9,11.1,592.1,74,57.0,mid,48.93,0.61,22,5.05,1,Yüksek,0.958
Kütahya,Ege,2020,Mısır,19671,17280,15879.3,918.9,10.8,460.3,67,66.1,mid,39.01,-1.24,22,-4.67,1,Yüksek,0.878
Kütahya,Ege,2021,Mısır,82535,70639,65180.0,922.7,10.7,631.6,75,61.0,mid,53.98,1.16,22,0.41,1,Yüksek,0.856
Kütahya,Ege,2022,Mısır,84698,72823,61910.7,850.2,11.3,523.5,59,60.6,mid,42.56,-0.35,22,-7.86,1,Yüksek,0.86
